,0,1,2
0,-0.731008161995,56.0920283265,49.2868780808
1,-0.232333792931,47.7820369941,31.1707826682
2,0.845180752447,32.6917861469,18.8334253924
3,-0.0289578487689,41.6777663035,35.2427474631
4,-0.758944908307,61.7490218385,23.4824481016
5,0.484552430166,22.587628874,17.8937190722
6,0.908514371723,42.1755161062,28.7951859473
7,0.184465551832,53.9172811276,21.3293872318
8,0.434898612659,42.7672918971,15.1794794393
9,0.892231578326,43.2958429428,33.2697240171
10,-0.920970306646,29.1897668847,21.6162423852
11,0.347510872608,61.5890364122,65.9304162294
12,0.212598331426,36.5504886219,33.5550336756
13,0.260606321539,31.7653845009,33.7328220822
14,-0.699197061408,41.4675655104,38.8156613973
15,0.520474812379,26.0668822922,27.7967832964
16,0.784926281347,42.2713042576,38.6735726537
17,0.496412068601,48.1710205316,39.140453712
18,0.912347663484,52.6135302518,21.3806636089
19,-0.984939568327,33.8009650196,33.2054587187
20,0.852398162491,34.1590209649,23.1280064381
21,0.841658158951,39.651004154,26.2784487356
22,0.760494313927,30.0783151971,16.3578854332
23,0.275041033901,46.8713133488,22.1744077317
24,0.583082028684,44.0313673945,37.5176050594
25,0.913231145552,57.5811285907,29.646872159
26,-0.699166589601,23.3789414156,21.829092887
27,0.622327080566,63.0711998229,41.8839432371
28,0.828634595479,33.9061416127,36.1232368777
29,0.0926928640842,36.5009216137,25.9558410538
30,0.886773656041,24.7761423607,17.5783223482
31,-0.412484174178,29.4042441538,22.8912107434
32,0.865718873456,57.2484836552,32.0073519014
33,0.845756051787,18.608760767,11.4291099671
34,0.915218864215,32.7180003507,17.2475309016
35,0.816135727893,36.7523067954,28.1741747101
36,0.313715880869,23.5730425319,22.6607730112
37,-0.637354547436,22.9248604878,14.3915550699
38,0.907577447011,41.1515762588,34.995885227
39,-0.288824340808,25.2545192859,17.7557114422
40,0.575554382278,41.6978466761,47.4654467825
41,0.865023975867,40.436649251,25.0345482517
42,0.326692227045,28.2268943085,22.6157479106
43,0.563523582341,45.2435182401,31.6210551996
44,0.829864694895,28.1015576694,18.7010100258
45,0.808929167415,75.6287740063,59.2648291202
46,0.691806554044,49.3399370607,31.9345305209
47,0.0270572817494,33.2194003327,33.3635560782
48,-0.145193441348,88.2182198745,72.9702989209
49,0.604145495127,66.315755844,41.6267448084
50,-0.180683133368,35.2822024383,30.6418372542
51,0.822300225275,40.2943305303,29.2526410205
52,-0.39898579228,40.7356822225,31.3070361084
53,0.90791091037,50.8607593218,60.3502282929
54,0.468050961951,49.247962134,29.1905825384
55,0.718556220847,56.2360362515,36.5130891315
56,0.948169839533,46.0152978907,33.7404914725
57,0.774909405305,67.4455486223,21.8216686996
58,0.0495881016384,53.2677592955,24.617909565
59,0.434912532298,31.3529187432,25.7560942274
60,-0.365259173379,19.6060825168,19.3757165249
61,0.464815245122,46.8677658444,41.9097575234
62,0.358843882611,46.8989024297,41.5079250559
63,0.422364764834,25.2988442194,13.815900369
64,-0.370871067071,21.3517367622,15.3106624463
65,0.884693383745,46.5858200426,24.0117847529
66,0.536780140234,32.2898300864,12.7619459312
67,0.557633105042,24.154776076,17.0086009246
68,-0.186596852071,35.466676409,33.1681256359
69,0.0122808567952,56.1060777577,43.9243064812
70,-0.381179631349,32.7676449631,26.5104318638
71,0.250870695961,72.9665069394,65.793361652
72,0.75707458804,39.2594890956,21.9937969441
73,0.10946138298,25.6186216051,20.4723323446
74,0.728729383126,31.5903693049,15.9654381508
75,0.866567719872,41.6514401997,37.029011731
76,0.948211613034,42.4151903799,25.6283469721
77,0.779976085649,20.9860243345,11.9459166089
78,0.78938871413,46.2550154196,44.2191846631
79,-0.542095552145,54.5497577824,21.1265797979
80,0.603231554437,18.6282672688,12.3668089056
81,0.625649817169,44.4320242055,30.8078088182
82,-0.592835656135,42.3278566439,44.0598003077
83,0.273072260943,31.4630848039,23.7815183414
84,0.760247796754,71.6883857154,44.2568471878
85,-0.647091375245,43.7914518689,28.9742886934
86,0.999612391705,35.0728803169,20.2236214517
87,0.845934849755,27.6846956457,15.4207318805
88,0.929071947057,35.8752772945,18.4790624741
89,0.504441110226,29.1366616288,32.8362977314
90,0.975166313184,20.0226362342,15.1507955947
91,-0.683506378566,32.1826718019,21.1989176952
92,0.823775995159,34.4156662145,35.4634881031
93,0.799759975284,32.9268940779,23.248160327
94,0.263180352908,87.7762955662,57.7467468456
95,0.78903855173,22.3013283854,24.1058087403
96,0.910753347815,77.5051522563,42.3276350938
97,0.516085679524,53.113956871,33.3679300302
98,0.835868855655,19.3309225767,12.5016060415
99,0.867354786911,58.8613152115,33.2055565618
