,coeff,gen_firsts_fitnesses,gen_firsts_predictions,hof_fitnesses,hof_predictions,hof_shape_means,hof_shape_vars,number_of_uniques_means,number_of_uniques_vars
0,0.848178359555,0.0142243060699,0.0172605535556,0.00283172262568,0.0111486561251,156.8,66.56,100.3,32.61
1,0.608665192686,0.0115750158507,0.0218366345787,0.00405931428676,0.0203633648339,158.4,61.44,99.5,21.25
2,0.209537718715,0.00954823162206,0.0131098574061,0.00140016851706,0.0160262000463,149.6,64.64,98.0,37.4
3,0.569967878348,0.0167162771122,0.0190021948234,0.00538710028164,0.0177078322857,162.4,103.04,102.9,28.49
4,0.504030728743,0.00895981452047,0.0187027698519,0.00289086663712,0.0166498523697,161.6,74.24,102.6,59.44
5,0.717158312364,0.0113289804297,0.0109322316459,0.00340937190896,0.0113429585188,164.0,169.6,103.4,21.44
6,-0.110330028903,0.0148060901175,0.0198530214431,0.00230020295764,0.0157970577508,157.6,51.84,100.4,14.44
7,-0.0184819311976,0.00906059024107,0.0159359824676,0.00292725980669,0.0186026926173,162.4,77.44,104.2,35.96
8,0.947102016127,0.0616727258342,0.0289566611556,0.0171827841151,0.0173005166809,154.4,128.64,96.2,34.56
9,0.252039727055,0.00803220419094,0.0217084653076,0.00281213786193,0.0212116689238,156.8,66.56,99.3,28.41
10,0.474254350033,0.0109067654233,0.0190420591239,0.00292439146622,0.0153025591863,159.2,56.96,99.5,32.45
11,0.806544790781,0.0158624152871,0.0155391434933,0.00279071561783,0.0128057240732,162.4,64.64,102.1,41.69
12,0.850684330831,0.0136582745554,0.0191314562958,0.00308013521543,0.0137051693931,156.8,28.16,101.7,35.61
13,-0.38362026586,0.0086375546227,0.0213278653791,0.00258274929499,0.0235611509828,157.6,103.04,98.5,30.45
14,0.581024316694,0.0202617999569,0.0212281074732,0.00719843408251,0.0164825717025,156.8,40.96,101.5,32.05
15,0.264335284126,0.0242269367068,0.0179577912568,0.00970491610779,0.0169702685017,163.2,79.36,101.9,36.89
16,0.683335603363,0.0216029249306,0.0201191837068,0.00382842544356,0.0152040317588,156.8,79.36,97.6,25.84
17,0.40250970728,0.0161356481882,0.0185404998929,0.00456325749554,0.014968834681,159.2,82.56,100.3,17.61
18,0.743132721935,0.00887585847484,0.0160239903697,0.00226635518645,0.0141751041631,158.4,48.64,101.9,21.69
19,-0.332307859189,0.0119700976539,0.0148592624695,0.00183360683798,0.0157425099404,155.2,66.56,100.6,19.04
20,0.553337997351,0.0262611015971,0.0164487055228,0.00767505993056,0.0126293035271,162.4,39.04,104.9,9.49
21,0.870112769687,0.0221397315706,0.0188566504555,0.0112094367001,0.0144161109172,159.2,56.96,101.2,42.96
22,0.741051559897,0.0159850722004,0.0211277282966,0.00176373572937,0.0131305517573,160.0,25.6,103.0,8.4
23,0.709620234752,0.0317761162813,0.0146491992302,0.00798653258928,0.0146712600476,157.6,51.84,98.1,18.29
24,0.76828661821,0.0251752646783,0.016393382779,0.00644496353701,0.011016883556,159.2,69.76,102.0,35.4
25,0.708693087193,0.00833254825093,0.0169448763782,0.00317519737987,0.0136468137227,167.2,44.16,103.0,28.0
26,0.824400807217,0.0115678879727,0.0185830236774,0.00193243979537,0.0121719456911,157.6,90.24,102.2,22.76
27,-0.262439569396,0.0155946423033,0.0202853443044,0.00546588569705,0.0172497117161,159.2,56.96,101.4,17.64
28,0.509433896429,0.00609965333869,0.0175499089886,0.0016218713534,0.0151098834896,163.2,66.56,101.6,21.24
29,0.85471655437,0.0156806686255,0.0141607634855,0.00305382023522,0.00988626611823,161.6,23.04,102.8,12.56
30,0.15211920682,0.00822309105036,0.0195407241285,0.00395620251607,0.0189243401249,159.2,18.56,100.8,8.16
31,0.187169340074,0.00853116976399,0.012894090615,0.00222206128803,0.0123451391725,159.2,5.76,102.4,10.64
32,0.596827266935,0.0195713265792,0.0166381546039,0.00157929823035,0.0123103084581,160.8,69.76,102.8,28.76
33,-0.634422405482,0.0210654822211,0.028376536068,0.00790996579403,0.0244436095954,160.0,12.8,101.7,23.61
34,0.969014576143,0.0116383102195,0.0132573973878,0.00399461023837,0.00822638379089,167.2,31.36,105.3,14.01
35,0.856397999475,0.011401308695,0.0104112337386,0.00372823495503,0.00972429870218,156.0,144.0,101.6,28.44
36,0.82917977943,0.0126006993258,0.0214871277031,0.00368497375791,0.0194129799814,158.4,35.84,101.0,22.0
37,0.542662820993,0.0334822837256,0.0126347264688,0.00875213020239,0.0115155707212,158.4,138.24,101.1,32.09
38,0.884313251614,0.00881344203929,0.0153820730496,0.00167295608491,0.0149163378622,161.6,87.04,100.4,12.84
39,0.707410415117,0.0142279378624,0.0192786591608,0.00327570475263,0.0175290436837,159.2,172.16,99.5,51.05
40,0.871500083935,0.00397129667578,0.0276559165578,0.00175287312191,0.0166175091193,156.8,92.16,101.2,15.96
