,coeff,gen_firsts_fitnesses,gen_firsts_predictions,hof_fitnesses,hof_predictions,hof_shape_means,hof_shape_vars,number_of_uniques_means,number_of_uniques_vars
0,0.40171291226,22.0106096041,9.44962168037,10.3618882496,9.11602327977,457.2,237.16,444.6,188.64
1,-0.433524140136,18.402424283,12.321446582,10.5340052093,9.71809990766,461.6,876.04,428.2,551.56
2,-0.228055544476,15.2798306143,12.2607767644,9.89023752811,15.6447305294,455.0,290.4,448.4,101.64
3,-0.255206690191,20.4694305151,8.69377467464,10.3376534981,8.57112612704,459.4,367.84,431.8,335.96
4,-0.0275425909362,18.9640223446,11.3567010066,9.78197749905,10.7213646363,452.8,43.56,434.5,400.65
5,-0.859512405743,22.2584262541,17.3669033975,9.74061636859,18.4619846257,463.8,309.76,442.7,102.21
6,-0.647188406199,15.9202053021,13.2240523548,9.12236496739,12.9519810395,450.6,464.64,426.5,509.65
7,-0.566811868108,17.6341303956,13.0967839512,8.8501757886,17.0509136855,468.2,890.56,437.0,191.2
8,-0.278075367784,16.4265470169,5.1231294827,9.6001475373,5.55069115143,468.2,406.56,441.0,157.6
9,0.603127772488,15.6906952522,10.113693669,9.52680556413,9.33632351001,466.0,411.4,446.6,107.04
10,0.234783284337,16.2868818938,7.66932752344,8.91664283881,8.21776968783,468.2,406.56,438.7,220.21
11,-0.300019496324,18.5090007669,5.39180900471,10.1616601799,5.67441665162,455.0,387.2,436.7,283.41
12,0.556384254769,20.0309280784,15.3627847919,10.3484157383,12.3282992414,459.4,561.44,432.5,345.05
13,-0.0744472057998,19.8701666954,13.4441921641,9.90909658786,13.8096320757,452.8,237.16,436.4,295.84
14,0.664000990611,18.8647129069,39.0995357215,10.0133464822,37.6758587291,470.4,392.04,442.9,167.49
15,-0.128770944471,20.4982511419,9.59660870952,10.1405251433,9.85678224254,466.0,314.6,430.3,431.01
16,0.123035644718,17.6113366782,15.4271012718,10.6598604794,18.834851839,455.0,484.0,443.1,327.89
17,-0.355064613155,16.3273935684,7.39860532588,9.69301941478,7.14975393161,452.8,527.56,432.0,310.4
18,-0.0436802402805,18.2524206797,11.9690851995,10.2223334509,13.0079851609,452.8,140.36,440.6,421.64
19,-0.58885598659,19.5823542887,6.95037100106,10.504972383,8.56933081408,459.4,174.24,440.8,153.36
20,-0.184511736246,18.1355923108,13.563836424,9.14833062025,12.9141958945,468.2,503.36,437.2,245.76
21,0.838317082027,15.9110263056,11.0542904165,8.52898293626,9.98813611113,457.2,624.36,432.1,614.69
22,0.0755771895483,19.3254463661,10.1846992818,10.5699238852,9.55746822027,452.8,140.36,439.8,389.76
23,0.00284341971186,20.2208285153,9.57261318172,10.3697776369,7.02325760499,455.0,193.6,436.0,124.8
24,-0.630654257592,15.7068104889,16.1750368424,9.01598776009,17.4727973982,455.0,387.2,439.0,521.0
25,0.056248522363,21.1020433846,10.4375756776,9.92649168271,11.1851230411,466.0,411.4,432.8,165.56
26,0.0602914052056,17.5226391075,9.00270666218,10.1816561414,8.56159300949,463.8,212.96,448.7,93.21
27,-0.507039872849,21.2591308605,11.6945723432,10.4759133642,9.90467094399,457.2,140.36,439.3,347.81
28,-0.132592781859,16.7545904415,23.0251463037,9.13158968722,18.889803698,461.6,876.04,423.1,323.69
29,0.485403211329,17.9236108672,9.08555426394,10.3886082875,7.50651457987,446.2,309.76,430.6,285.84
30,0.345275558263,15.7809039703,8.04594627291,9.4528553061,9.42881969605,474.8,430.76,445.4,164.44
31,0.283356278551,17.8154732583,7.99769310214,10.500389155,5.48872284033,457.2,140.36,435.0,270.2
32,0.555941786402,16.7622626597,17.7436067423,8.92617322371,14.6152214125,452.8,624.36,431.4,207.44
33,0.134833226884,15.6953440034,12.0979547273,10.1449310299,18.1756156855,455.0,290.4,429.8,435.56
34,-0.231570788787,20.0788244156,8.33080709978,9.65866142808,8.60420266424,455.0,580.8,426.7,494.01
35,-0.298628895443,22.6912099868,13.8084189072,10.4709608219,9.51314231094,452.8,527.56,432.8,496.96
36,-0.49290170857,17.2247781221,8.65395558158,9.28461988749,8.87820974434,461.6,392.04,436.2,207.96
37,0.00746325807151,19.6083726598,6.84488178436,10.501814405,7.28525424583,457.2,140.36,434.4,150.24
38,0.802198960588,16.3685013154,13.669452885,9.63335260003,11.1779842613,466.0,217.8,447.0,96.2
39,0.0359059084125,22.5434136482,5.80512258384,9.54081458725,5.03523501298,452.8,237.16,433.7,84.61
40,0.195082128763,21.4337433286,18.0631738025,10.2435281668,12.3545678403,461.6,488.84,440.7,252.61
41,-0.160794107732,19.2351654373,12.8486539366,9.83557842326,9.87489117414,466.0,411.4,438.8,383.36
42,0.545623614804,19.9244719484,9.01321967339,10.6378410838,7.099186057,466.0,314.6,444.7,107.81
43,-0.0450687136322,17.0864595615,13.6962228948,9.75237224107,11.4894195186,461.6,295.24,443.4,150.84
44,-0.285895785474,20.8601578029,9.49408740293,9.91013591916,12.449242003,461.6,101.64,448.9,163.29
45,0.655167795717,16.708118652,23.4034671815,9.69399495214,26.732578223,452.8,624.36,435.4,679.24
46,0.66523325554,19.8480343378,10.0151674935,9.2177673487,10.1293540023,457.2,430.76,433.1,119.89
47,0.443779042702,15.8499134014,10.1261371124,11.068534998,7.17502728511,452.8,140.36,436.1,213.09
48,0.147345994861,21.413926416,7.03217026828,9.89855580075,8.0049996419,463.8,309.76,440.4,93.04
49,-0.588582028647,19.5124366883,9.5964982602,10.0538900028,9.04548672428,457.2,817.96,428.4,591.04
50,-0.272682409225,22.2538587221,12.4182115124,9.9633448932,9.42543372644,466.0,314.6,443.0,234.6
51,-0.0204704570702,16.4046765037,9.91886480269,9.10726853982,10.6440068184,470.4,488.84,433.5,377.25
52,0.127668410453,19.1140444086,8.58977445554,9.85606779606,7.45905123685,459.4,174.24,433.1,247.09
